Protei,ProteinB,co_expression
Os03g0761900,Os12g0502400,0.1894
Os01g0499300,Os06g0574500,0.4905
Os01g0499300,Os03g0200500,0.3857
Os01g0499300,Os09g0267600,0.3341
Os01g0499300,Os03g0774200,0.3479
Os01g0499300,Os03g0108400,0.3745
Os01g0499300,Os07g0109500,0.0445
Os07g0565300,Os12g0538900,0.5159
Os03g0157900,Os04g0435700,-0.0793
Os03g0157900,Os02g0664000,0.1378
Os02g0467700,Os04g0476400,0.2464
Os03g0296800,Os03g0598800,-0.2757
Os03g0296800,Os07g0614500,-0.259
Os03g0296800,Os03g0406200,-0.3144
Os03g0296800,Os03g0661300,0.037
Os12g0242900,Os01g0666200,0.1154
Os05g0143400,Os05g0493500,0.5164
Os05g0143400,Os06g0645700,0.0999
Os05g0143400,Os03g0241200,0.2359
Os05g0143400,Os09g0370300,-0.0765
Os05g0143400,Os05g0453900,0.63
Os08g0155000,Os12g0133900,0.6602
Os02g0830100,Os02g0128800,-0.5252
Os02g0736500,Os03g0266300,0.0823
Os02g0736500,Os11g0244200,-0.2446
Os03g0783700,Os06g0167100,0.7259
Os03g0811300,Os06g0167100,0.0227
Os05g0349500,Os10g0427600,-0.2513
Os02g0465900,Os07g0112800,0.3494
Os05g0566500,Os06g0183800,0.4375
Os03g0232900,Os03g0266300,0.4057
Os03g0232900,Os11g0244200,0.0708
Os03g0232900,Os07g0414800,0.2451
Os03g0618300,Os06g0237300,-0.096
Os06g0603400,Os06g0727200,0.1917
Os06g0603400,Os10g0427600,-0.1673
Os06g0603400,Os10g0494500,0.5129
Os05g0372200,Os06g0714100,-0.1235
Os02g0182900,Os07g0208000,0.39
Os02g0182900,Os02g0478600,0.4152
Os02g0266100,Os07g0671700,0.4243
Os04g0624000,Os04g0682000,0.5921
Os05g0164900,Os09g0446800,-0.4597
Os05g0164900,Os07g0166600,0.5509
Os05g0164900,Os05g0476200,0.5806
Os02g0312700,Os05g0553000,0.6272
Os02g0122000,Os03g0153000,0.675
Os01g0265900,Os06g0236900,0.4183
Os07g0291100,Os12g0133050,0.1983
Os09g0244900,Os12g0133050,0.4811
Os07g0291100,Os10g0189100,-0.0766
Os09g0244900,Os10g0189100,-0.3149
Os11g0265600,Os04g0266900,0.2926
Os11g0265600,Os06g0133800,-0.2079
Os10g0427600,Os03g0832600,-0.0495
Os10g0427600,Os11g0660500,-0.2507
Os10g0427600,Os11g0525600,0.014
Os03g0853900,Os10g0466700,0.3099
Os03g0787300,Os06g0714500,0.425
Os03g0787300,Os10g0415200,-0.1539
Os03g0787300,Os10g0452800,0.2894
Os08g0299000,Os08g0326400,0.1378
Os08g0299000,Os09g0507800,0.177
Os12g0561900,Os07g0600400,-0.5264
Os03g0387000,Os10g0427600,0.0215
Os07g0472500,Os10g0457000,0.17
Os08g0250700,Os08g0480500,0.1566
Os01g0127900,Os04g0266900,0.0855
Os01g0127900,Os06g0133800,-0.2361
Os02g0651000,Os04g0476400,0.2507
Os02g0831300,Os06g0106100,0.4121
Os02g0831300,Os04g0382100,0.6466
Os01g0593600,Os02g0534800,0.4036
Os01g0593600,Os04g0349500,0.3622
Os01g0593600,Os02g0552000,0.459
Os05g0115800,Os10g0427600,0.0997
Os05g0314100,Os11g0657300,0.6942
Os05g0314100,Os05g0389300,0.8152
Os05g0117600,Os03g0266300,0.3432
Os05g0117600,Os11g0244200,0.0142
Os05g0117600,Os01g0135800,-0.0065
Os05g0117600,Os11g0247300,0.184
Os05g0117600,Os08g0116500,0.2722
Os05g0117600,Os07g0208000,0.3854
Os05g0117600,Os04g0349500,0.4302
Os05g0117600,Os02g0122000,0.5307
Os05g0117600,Os10g0494500,0.4202
Os05g0117600,Os01g0140500,0.3453
Os05g0117600,Os12g0150100,0.2012
Os08g0326600,Os07g0411200,0.5339
Os06g0649900,Os11g0615800,0.315
Os06g0649900,Os05g0455200,0.1129
Os06g0649900,Os11g0158600,-0.2498
Os06g0649900,Os02g0830801,0.0292
Os03g0669000,Os06g0175500,-0.3504
Os02g0829100,Os06g0635300,0.0382
Os02g0829100,Os09g0103100,-0.3095
Os02g0829100,Os09g0504400,0.0345
Os02g0829100,Os11g0615800,0.3814
Os02g0633400,Os11g0615800,0.4546
Os02g0829100,Os03g0153000,0.3383
Os02g0829100,Os08g0561700,-0.2764
Os02g0829100,Os02g0621700,0.1912
Os02g0829100,Os06g0181100,0.1137
Os02g0829100,Os05g0521500,-0.0794
Os12g0194700,Os02g0534800,0.7739
Os12g0194700,Os05g0160100,0.3941
Os03g0170600,Os09g0525200,0.11
Os08g0532300,Os12g0540800,0.4652
Os04g0690300,Os06g0714500,-0.036
Os04g0690300,Os05g0160800,-0.2929
Os06g0529800,Os10g0494500,0.3337
Os07g0595800,Os12g0485800,0.2383
Os02g0133800,Os07g0435100,0.7834
Os05g0277300,Os07g0479200,0.2241
Os03g0289200,Os05g0552300,0.6501
Os03g0289200,Os04g0165400,0.2351
Os03g0289200,Os06g0620600,0.1975
Os04g0270100,Os09g0504400,0.5618
Os02g0661000,Os06g0688100,0.1373
Os02g0661000,Os05g0275700,0.3206
Os07g0600400,Os10g0564900,0.4888
Os06g0183900,Os06g0574500,0.3782
Os06g0183900,Os11g0482100,0.4279
Os06g0183900,Os06g0555400,0.46
Os01g0256900,Os05g0594900,0.5969
Os03g0267000,Os03g0648400,-0.0337
Os02g0435000,Os05g0493500,0.2377
Os08g0190800,Os04g0690300,-0.1545
Os03g0397300,Os06g0635300,0.1138
Os03g0397300,Os09g0103100,-0.0033
Os03g0397300,Os05g0289400,0.4866
Os03g0397300,Os02g0611450,-0.139
Os03g0397300,Os11g0615800,0.3877
Os03g0397300,Os03g0153000,0.4883
Os03g0397300,Os02g0137400,0.4815
Os03g0397300,Os08g0561700,-0.4129
Os03g0397300,Os07g0679300,-0.1708
Os01g0772700,Os10g0512800,-0.0019
Os02g0126700,Os12g0535900,0.597
Os03g0153000,Os07g0613200,0.5575
Os03g0153000,Os03g0725050,0.0718
Os03g0153000,Os07g0585800,0.3995
Os03g0153000,Os10g0431000,0.3962
Os03g0350100,Os10g0392650,0.5336
Os01g0526200,Os06g0115500,0.5869
Os01g0526200,Os03g0576700,0.6226
Os12g0538500,Os11g0586900,-0.0418
Os03g0848300,Os02g0128800,0.5085
Os03g0848300,Os11g0557900,0.547
Os02g0462900,Os08g0178100,0.4296
Os02g0462900,Os09g0476100,0.1867
Os03g0417900,Os07g0208000,0.6661
Os03g0417900,Os07g0166600,0.6645
Os03g0417900,Os07g0571700,-0.3332
Os03g0417900,Os10g0457000,0.2235
Os06g0320000,Os03g0163300,0.1499
Os02g0302900,Os03g0266300,0.2088
Os02g0302900,Os11g0244200,-0.0195
Os03g0295400,Os12g0194700,0.5085
Os03g0108400,Os11g0703400,0.0843
Os03g0108400,Os07g0236800,0.6453
Os01g0164700,Os07g0498800,0.2082
Os09g0281600,Os07g0635500,-0.0384
Os09g0281600,Os07g0418500,-0.1087
Os09g0281600,Os11g0682300,0.6577
Os01g0881400,Os06g0645700,0.2891
Os01g0881400,Os03g0297100,-0.1216
Os01g0881400,Os05g0558000,-0.2661
Os07g0109500,Os11g0557900,0.3036
Os03g0748400,Os02g0519900,0.4095
Os03g0748400,Os04g0118400,0.4346
Os09g0552300,Os02g0519900,-0.1368
Os09g0552300,Os04g0118400,-0.11
Os03g0748400,Os06g0574500,0.3274
Os09g0552300,Os06g0574500,0.0107
Os03g0748400,Os12g0224000,0.152
Os09g0552300,Os12g0224000,-0.219
Os03g0748400,Os02g0146400,0.5405
Os09g0552300,Os02g0146400,-0.1835
Os03g0748400,Os07g0123700,0.1997
Os09g0552300,Os07g0123700,-0.0505
Os03g0748400,Os10g0324900,0.5709
Os09g0552300,Os10g0324900,-0.2142
Os01g0757800,Os02g0816800,-0.0171
Os01g0107000,Os06g0168600,-0.587
Os01g0107000,Os04g0348300,-0.4949
Os07g0406800,Os11g0615800,0.4728
Os07g0406800,Os03g0717200,0.3642
Os03g0702800,Os05g0562300,0.2036
Os02g0644100,Os09g0482100,0.7019
Os02g0644100,Os08g0500700,0.811
Os02g0523800,Os05g0458400,0.1719
Os02g0523800,Os03g0350100,0.3836
Os10g0462900,Os02g0245100,-0.1049
Os01g0813900,Os03g0807800,0.5788
Os01g0813900,Os04g0349500,0.5897
Os01g0813900,Os10g0411700,0.5275
Os03g0334800,Os09g0501700,0.3302
Os03g0334800,Os08g0524600,0.7028
Os03g0334800,Os09g0502000,0.6407
Os11g0482100,Os12g0183100,-0.1022
Os08g0500200,Os06g0708900,0.3415
Os04g0421900,Os06g0319600,0.2197
Os04g0421900,Os07g0109500,0.1678
Os03g0115200,Os09g0476100,-0.0572
Os06g0116300,Os04g0382100,0.161
Os03g0800100,Os03g0139100,0.5434
Os03g0800100,Os02g0814700,0.6256
Os03g0800100,Os10g0466700,0.6483
Os03g0800100,Os07g0166600,0.6208
Os03g0800100,Os11g0139100,0.3912
Os03g0800100,Os10g0324900,0.6536
Os05g0116100,Os04g0643100,0.0718
Os05g0116100,Os09g0504800,-0.1316
Os04g0486500,Os03g0277300,-0.0208
Os04g0486500,Os07g0166600,0.5899
Os04g0486500,Os08g0178300,0.0589
Os04g0486500,Os12g0538300,0.4721
Os04g0486500,Os02g0181800,-0.0658
Os04g0486500,Os03g0239400,-0.0488
Os04g0486500,Os04g0507900,0.3729
Os05g0389300,Os11g0657300,0.631
Os09g0573200,Os03g0750800,0.1814
Os09g0573200,Os04g0349500,0.0547
Os04g0691500,Os05g0460000,-0.0432
Os01g0687700,Os07g0687200,0.4891
Os01g0687700,Os01g0267900,0.5722
Os01g0687700,Os05g0491100,0.4743
Os01g0687700,Os03g0319300,0.4824
Os01g0687700,Os03g0713400,0.521
Os01g0687700,Os04g0382100,0.491
Os01g0687700,Os01g0177200,0.5512
Os07g0490300,Os07g0695800,0.5146
Os06g0257200,Os07g0555200,0.1272
Os05g0373000,Os10g0554100,0.5459
Os01g0773000,Os10g0324900,-0.0377
Os08g0323000,Os09g0249600,0.6482
Os02g0576600,Os06g0693500,0.0386
Os04g0683100,Os10g0494500,0.522
Os06g0332400,Os11g0544700,0.2926
Os04g0611500,Os09g0482100,0.1841
Os04g0611500,Os08g0500700,-0.0372
Os04g0611500,Os11g0414000,0.141
Os06g0164000,Os10g0470900,0.3063
Os03g0308500,Os11g0682300,0.109
Os02g0190900,Os11g0247300,0.5639
Os02g0190900,Os08g0407000,-0.14
Os02g0190900,Os03g0350100,0.4586
Os02g0190900,Os04g0382100,0.5342
Os12g0485800,Os12g0562900,0.6541
Os11g0568500,Os12g0562900,0.7663
Os02g0181800,Os06g0300800,0.2511
Os09g0386400,Os12g0568800,0.377
Os02g0815600,Os11g0265600,0.371
Os01g0549500,Os02g0551900,0.0627
Os05g0227700,Os01g0588200,0.5858
Os05g0227700,Os06g0305200,0.2813
Os01g0229100,Os03g0182700,-0.1544
Os04g0483600,Os12g0508300,-0.0142
Os09g0512900,Os06g0332400,0.5569
Os09g0512900,Os06g0681400,0.7026
Os01g0616900,Os12g0556600,0.5522
Os04g0455900,Os10g0466700,0.6103
Os06g0708900,Os09g0115400,-0.0346
Os06g0708900,Os07g0613200,-0.0931
Os06g0708900,Os07g0166600,0.1315
Os06g0708900,Os09g0455400,0.3745
Os04g0394100,Os03g0807800,-0.2318
Os04g0394100,Os10g0494500,0.2476
Os02g0826500,Os05g0543300,0.4193
Os02g0826500,Os04g0691500,-0.4339
Os09g0249600,Os07g0110200,0.6807
Os03g0626800,Os04g0472400,-0.007
Os02g0291000,Os04g0472400,-0.0463
Os07g0621600,Os09g0482100,0.0926
Os07g0621600,Os08g0500700,-0.0217
Os07g0621600,Os05g0420600,0.1721
Os07g0621600,Os03g0577000,0.1297
Os07g0621600,Os01g0855900,-0.3325
Os01g0363900,Os05g0227700,0.6408
Os03g0699400,Os05g0493500,0.3551
Os01g0962600,Os03g0832200,0.1633
Os09g0530275,Os10g0545300,-0.3662
Os03g0235100,Os05g0160100,0.4832
Os03g0235100,Os06g0588900,0.4891
Os05g0463000,Os06g0183800,-0.1572
Os05g0463000,Os03g0787300,-0.2174
Os05g0463000,Os11g0660500,-0.2163
Os05g0509200,Os10g0486900,0.6319
Os01g0195500,Os05g0160200,0.7351
Os01g0195500,Os01g0328400,0.7165
Os01g0195500,Os03g0161800,0.0843
Os01g0195500,Os05g0176000,0.4447
Os01g0195500,Os01g0314300,0.6972
Os01g0195500,Os09g0431500,0.528
Os07g0119000,Os08g0326400,-0.4991
Os07g0119000,Os09g0507800,-0.4434
Os07g0119000,Os11g0615800,-0.3948
Os07g0119000,Os05g0390100,0.532
Os07g0119000,Os10g0427600,0.0308
Os07g0119000,Os07g0679300,0.2767
Os05g0163000,Os11g0244200,-0.2345
Os02g0109100,Os03g0101900,0.0748
Os03g0597600,Os03g0773150,0.247
Os03g0597600,Os12g0508300,-0.0366
Os07g0564600,Os10g0327300,0.4738
Os07g0693500,Os01g0658400,-0.4003
Os05g0178900,Os06g0670500,0.2085
Os04g0382100,Os06g0115500,0.5779
Os04g0382100,Os09g0407600,0.0844
Os04g0448550,Os09g0375000,-0.5421
Os04g0448550,Os02g0122000,-0.338
Os01g0253600,Os02g0829100,0.5352
Os01g0253600,Os12g0540800,0.6207
Os02g0743500,Os05g0445500,0.3239
Os03g0831900,Os04g0271000,0.3581
Os04g0436100,Os05g0552300,0.2331
Os04g0436100,Os05g0420600,0.3784
Os04g0436100,Os10g0545300,0.2478
Os04g0436100,Os08g0467400,-0.0835
Os05g0594900,Os11g0657300,0.5143
Os05g0594900,Os07g0435100,0.6594
Os03g0374100,Os04g0476400,0.1101
Os06g0308800,Os11g0244200,0.0834
Os06g0308800,Os09g0249600,0.3544
Os02g0554300,Os08g0156700,0.4144
Os03g0290500,Os08g0155100,0.0885
Os03g0290500,Os10g0549100,-0.1059
Os04g0348300,Os10g0404900,0.0844
Os04g0348300,Os10g0377300,0.3018
Os04g0348300,Os10g0512800,0.3574
Os04g0348300,Os05g0289400,0.678
Os01g0683400,Os11g0615800,0.3914
Os01g0683400,Os06g0728600,0.0566
Os01g0683400,Os03g0130500,0.3079
Os01g0683400,Os03g0352800,0.4903
Os01g0683400,Os07g0222800,0.401
Os01g0683400,Os07g0679300,-0.156
Os03g0300200,Os03g0807800,0.4825
Os02g0699600,Os01g0864700,0.0883
Os04g0484800,Os12g0489100,0.3526
Os07g0249600,Os02g0220600,0.4184
Os07g0249600,Os11g0276300,0.195
Os07g0507700,Os10g0404900,-0.2569
Os07g0507700,Os10g0377300,-0.0027
Os07g0507700,Os10g0427600,-0.1328
Os02g0596500,Os07g0180900,0.4273
Os02g0596500,Os09g0267600,0.3604
Os02g0596500,Os04g0476400,0.2397
Os07g0667000,Os10g0545300,-0.4261
Os07g0667000,Os09g0249600,-0.2692
Os04g0376400,Os01g0147900,-0.2618
Os04g0376400,Os07g0613200,0.2091
Os04g0376400,Os02g0302900,0.2905
Os06g0588900,Os11g0643700,0.0781
Os02g0510100,Os05g0389300,0.5195
Os04g0388900,Os05g0389300,0.488
Os02g0215000,Os08g0116500,0.0505
Os02g0215000,Os03g0268000,0.1024
Os08g0556400,Os03g0266300,-0.2789
Os08g0556400,Os11g0244200,-0.0689
Os08g0556400,Os01g0135800,-0.0978
Os08g0471900,Os10g0494500,0.4167
Os12g0540800,Os06g0134000,0.6191
Os12g0540800,Os06g0301000,0.1846
Os12g0538900,Os03g0831100,0.4691
Os02g0117800,Os03g0577000,0.078
Os02g0117800,Os04g0525600,0.0475
Os09g0411650,Os02g0284600,-0.2442
Os09g0411650,Os11g0620000,-0.3819
Os09g0103700,Os04g0551800,0.2448
Os09g0103700,Os05g0373700,0.2749
Os09g0103700,Os07g0626600,0.6366
Os09g0103700,Os06g0670500,0.3951
Os03g0744800,Os03g0718100,0.7864
Os01g0973300,Os04g0399000,0.671
Os01g0973300,Os02g0478700,0.6099
Os01g0973300,Os03g0800100,0.6351
Os01g0973300,Os06g0237300,-0.1133
Os01g0973300,Os08g0206900,0.6617
Os01g0587000,Os10g0404900,-0.1587
Os01g0587000,Os10g0377300,0.0688
Os01g0587000,Os04g0382100,0.2193
Os01g0762400,Os02g0133800,-0.0392
Os01g0762400,Os05g0117600,0.1697
Os07g0408100,Os10g0494500,0.27
Os12g0618300,Os05g0455700,-0.0526
Os03g0174600,Os10g0494500,-0.0048
Os03g0174600,Os03g0278400,-0.2784
Os01g0925200,Os04g0490400,-0.0363
Os02g0182500,Os02g0519900,0.3831
Os02g0182500,Os04g0118400,0.461
Os02g0182500,Os05g0154700,0.7603
Os02g0182500,Os02g0281150,0.7074
Os05g0104900,Os11g0247300,0.0804
Os05g0104900,Os07g0603200,-0.0587
Os03g0349000,Os05g0420600,0.2196
Os03g0349000,Os06g0548000,-0.3277
Os03g0349000,Os05g0518600,0.0561
Os03g0251500,Os09g0482100,-0.0858
Os03g0251500,Os08g0500700,0.1228
Os10g0431000,Os05g0518600,0.0759
Os08g0512300,Os03g0281466,0.4503
Os08g0512300,Os10g0478200,0.2244
Os08g0512300,Os05g0509200,0.3568
Os01g0235400,Os05g0155500,0.352
Os01g0235400,Os04g0492500,-0.1376
Os01g0235400,Os10g0494500,0.5122
Os01g0141100,Os01g0687700,0.3562
Os07g0628600,Os10g0324900,0.3867
Os05g0419500,Os05g0493500,-0.0152
Os05g0419500,Os03g0726900,-0.2121
Os02g0690700,Os04g0677500,0.7579
Os04g0677500,Os05g0574500,0.7887
Os05g0445500,Os05g0520200,0.4081
Os05g0333200,Os03g0577000,0.3307
Os01g0911100,Os02g0759800,0.5905
Os01g0323600,Os07g0180900,0.406
Os05g0135700,Os07g0180900,0.5064
Os01g0323600,Os06g0538000,0.2895
Os05g0135700,Os06g0538000,0.4003
Os01g0323600,Os03g0851300,0.5735
Os03g0381200,Os03g0794700,0.4793
Os09g0438400,Os03g0577000,0.4028
Os09g0438400,Os01g0963400,0.0513
Os01g0267900,Os06g0246500,0.0177
Os05g0491100,Os06g0246500,0.1317
Os03g0319300,Os06g0246500,-0.1285
Os04g0462500,Os04g0476400,0.1535
Os02g0580300,Os04g0476400,0.0039
Os02g0327100,Os06g0246500,0.0896
Os07g0414200,Os01g0256400,0.3084
Os07g0647400,Os11g0660500,0.2913
Os07g0647400,Os06g0681400,0.2156
Os02g0179300,Os05g0520200,0.3257
Os03g0225600,Os07g0490800,0.5747
Os03g0225600,Os04g0382100,0.4234
Os03g0225600,Os11g0544700,0.4095
Os04g0667000,Os09g0115400,0.4032
Os06g0730800,Os01g0905800,0.2464
Os03g0157900,Os06g0472000,-0.3239
Os08g0178300,Os05g0333200,0.1469
Os10g0523100,Os12g0167900,0.4369
Os03g0618300,Os12g0167900,-0.0537
Os03g0715500,Os07g0622100,0.2537
Os03g0787300,Os05g0593100,0.1685
Os04g0555900,Os08g0436800,0.1988
Os04g0555900,Os08g0156800,0.1676
Os03g0170600,Os05g0419500,0.0428
Os04g0690300,Os05g0520200,-0.161
Os06g0529800,Os12g0167900,0.427
Os02g0551900,Os12g0167900,0.1284
Os06g0183900,Os12g0167900,0.4904
Os06g0183900,Os04g0462500,0.3441
Os06g0183900,Os02g0580300,0.2236
Os10g0477800,Os12g0502300,0.1174
Os01g0532200,Os04g0382100,0.416
Os01g0532200,Os02g0194100,-0.011
Os01g0681900,Os01g0970400,-0.0537
Os01g0195500,Os03g0352800,0.684
Os01g0195500,Os07g0222800,0.6538
Os02g0302700,Os04g0677500,-0.0271
Os01g0872800,Os04g0462500,0.2371
Os01g0872800,Os02g0580300,0.0338
Os03g0182700,Os04g0555600,-0.1071
Os11g0544700,Os05g0520200,0.3217
Os04g0555600,Os11g0244200,0.0616
Os01g0587000,Os01g0905800,0.5275
Os05g0104900,Os04g0462500,0.135
Os05g0104900,Os02g0580300,-0.2288
Os03g0737600,Os06g0618150,0.2123
Os06g0502900,Os01g0877300,-0.0769
Os03g0717600,Os10g0167600,-0.2668
Os09g0418500,Os10g0536000,-0.1291
Os10g0536000,Os09g0420600,0.2347
Os12g0502300,Os06g0618150,0.2002
Os05g0289400,Os03g0798600,0.707
Os05g0289400,Os07g0184300,0.6464
Os01g0658400,Os11g0565400,-0.0562
Os03g0123500,Os04g0613600,-0.2517
Os03g0381200,Os10g0518900,-0.1917
Os07g0577400,Os11g0565400,-0.1887
Os01g0659200,Os05g0270200,0.3109
Os07g0119000,Os10g0536000,0.1911
Os06g0108900,Os07g0435400,-0.5401
Os02g0805200,Os10g0536000,-0.1757
Os12g0597600,Os02g0822300,0.668
Os03g0627500,Os02g0822300,0.6514
Os02g0556600,Os10g0494500,0.4166
Os05g0100366,Os05g0256000,0.449
Os05g0100366,Os06g0109400,0.2135
Os05g0100366,Os01g0195500,0.4251
Os11g0156600,Os11g0433500,-0.1228
Os01g0744400,Os01g0904400,0.2172
Os01g0744400,Os02g0326600,0.0136
Os07g0507300,Os01g0746200,0.563
Os07g0281000,Os03g0652100,0.2678
Os05g0382000,Os10g0575200,-0.0263
Os04g0547900,Os10g0569200,-0.2099
Os04g0547900,Os06g0103500,0.3617
Os04g0486800,Os06g0103500,-0.3074
Os03g0197400,Os04g0444600,0.6908
Os02g0150100,Os03g0652100,-0.0036
Os01g0703400,Os01g0764000,0.1543
Os03g0610650,Os03g0667800,0.4252
Os03g0610800,Os03g0667800,-0.5504
Os02g0179300,Os03g0596900,0.4411
Os03g0701100,Os03g0811600,0.3647
Os03g0214600,Os03g0851300,0.6944
Os01g0511300,Os03g0851300,0.6494
Os03g0335500,Os09g0128600,0.0816
Os02g0216000,Os09g0128600,-0.1228
Os02g0784700,Os04g0692100,0.392
Os11g0181700,Os12g0508300,-0.0311
Os01g0151700,Os03g0773150,-0.0636
Os01g0151700,Os12g0508300,0.1078
Os01g0658500,Os01g0663400,-0.0699
Os01g0658500,Os02g0596500,0.4654
Os03g0225600,Os05g0540800,0.475
Os04g0129500,Os07g0180900,0.449
Os04g0129500,Os06g0134000,0.4738
Os04g0129500,Os05g0420600,0.5733
Os04g0129500,Os12g0224000,0.2544
Os04g0129500,Os03g0829000,0.1013
Os04g0129500,Os07g0171200,0.2998
Os04g0129500,Os06g0116300,0.3563
Os04g0129500,Os06g0708900,0.0155
Os04g0129500,Os04g0592600,0.1887
Os04g0129500,Os05g0310500,0.4446
Os10g0443200,Os02g0122000,0.4653
Os10g0443200,Os01g0862300,0.431
Os11g0140600,Os12g0137100,0.6347
Os12g0137100,Os10g0495300,0.1699
Os11g0140600,Os10g0495300,0.1001
Os02g0655500,Os04g0165400,0.1074
Os03g0198500,Os04g0165400,-0.3375
Os02g0326600,Os05g0477300,0.5043
Os02g0326600,Os03g0706900,0.1086
Os07g0412400,Os07g0693900,0.4763
Os02g0528200,Os06g0714100,0.079
Os01g0565600,Os02g0125300,-0.0765
Os01g0957000,Os05g0388400,-0.144
Os07g0644300,Os08g0169700,0.5769
Os03g0664650,Os05g0270200,0.0881
Os04g0103200,Os05g0104800,0.8198
Os01g0708600,Os01g0925200,-0.0267
Os02g0592300,Os05g0552300,0.4971
Os02g0592300,Os08g0484600,0.3857
Os02g0592300,Os02g0115900,0.0888
Os02g0592300,Os01g0281400,0.1537
Os02g0592300,Os11g0174000,0.3293
Os02g0592300,Os05g0519400,0.375
Os02g0592300,Os02g0686400,0.3026
Os02g0592300,Os05g0502800,0.5543
Os02g0592300,Os03g0417900,0.4738
Os02g0592300,Os10g0477800,0.1598
Os02g0592300,Os04g0461800,0.2583
Os02g0592300,Os01g0328700,-0.4876
Os02g0592300,Os03g0643300,0.464
Os02g0592300,Os02g0702500,0.1931
Os02g0592300,Os03g0347200,0.6794
Os02g0592300,Os09g0471900,0.7116
Os01g0830300,Os09g0571400,0.4779
Os01g0830300,Os02g0121300,0.2981
Os01g0830300,Os02g0700100,-0.0131
Os01g0354700,Os07g0622100,0.2226
Os01g0354700,Os01g0752300,0.3189
Os01g0354700,Os05g0565000,0.1392
Os01g0354700,Os04g0349500,0.2318
Os01g0354700,Os08g0505300,0.2932
Os01g0354700,Os07g0109500,0.0437
Os01g0354700,Os04g0501000,0.2624
Os05g0489000,Os06g0681400,0.0401
Os08g0530000,Os03g0773150,0.1653
Os08g0530000,Os12g0508300,-0.3019
Os08g0530000,Os09g0249600,0.0179
Os01g0746200,Os05g0594900,0.61
Os02g0761200,Os05g0520200,-0.1674
Os01g0371500,Os05g0553000,0.1516
Os01g0764000,Os05g0553000,0.692
Os01g0371500,Os12g0574900,-0.1261
Os01g0764000,Os12g0574900,-0.418
Os01g0371500,Os02g0104700,-0.3955
Os01g0764000,Os02g0104700,-0.3448
Os01g0371500,Os03g0598800,0.1321
Os01g0764000,Os03g0598800,0.4292
Os11g0707700,Os12g0224000,-0.0414
Os05g0270200,Os06g0662000,0.5114
Os05g0270200,Os09g0331600,-0.314
Os05g0270200,Os07g0281000,0.4
Os01g0267600,Os05g0270200,0.4524
Os03g0735300,Os04g0690300,-0.327
Os03g0750100,Os09g0482100,0.6301
Os03g0750100,Os08g0500700,0.4146
Os03g0652100,Os04g0476400,0.3644
Os07g0506700,Os03g0832200,-0.0221
Os01g0168400,Os05g0540800,0.0184
Os06g0498800,Os03g0719100,-0.1223
Os04g0488400,Os03g0719100,-0.2659
Os06g0498800,Os03g0652100,-0.2042
Os04g0488400,Os03g0652100,-0.397
Os05g0164900,Os07g0476200,0.5006
Os01g0265900,Os10g0443200,0.7599
Os10g0427600,Os02g0294600,-0.0946
Os01g0934200,Os04g0545100,0.146
Os01g0934200,Os05g0486700,0.1556
Os01g0934200,Os10g0550900,0.0908
Os01g0934200,Os09g0571400,0.0401
Os01g0934200,Os02g0121300,-0.1145
Os02g0831300,Os01g0371500,-0.1111
Os02g0831300,Os01g0764000,0.1137
Os02g0661000,Os08g0557800,-0.0841
Os02g0661000,Os07g0489100,-0.1489
Os02g0661000,Os03g0347200,-0.0523
Os02g0126700,Os09g0571400,0.7867
Os03g0417900,Os09g0551300,0.3992
Os01g0254900,Os01g0862300,0.2887
Os01g0813900,Os07g0165200,-0.057
Os02g0167500,Os12g0167900,0.0297
Os02g0167500,Os02g0622300,-0.1004
Os02g0167500,Os05g0489600,0.0945
Os02g0167500,Os03g0577000,-0.0319
Os02g0167500,Os03g0161800,0.051
Os02g0167500,Os10g0452800,0.0498
Os02g0167500,Os07g0123700,0.0685
Os10g0550900,Os03g0259700,0.0667
Os05g0116100,Os07g0657200,0.2287
Os05g0455700,Os08g0530000,-0.0177
Os04g0486500,Os03g0179000,0.6033
Os01g0687700,Os03g0798600,0.5827
Os01g0687700,Os07g0184300,0.4647
Os01g0773000,Os03g0780900,0.1109
Os02g0198900,Os10g0443200,0.6348
Os08g0323000,Os12g0565300,0.5125
Os04g0611500,Os04g0613600,0.262
Os04g0596400,Os07g0252000,0.5089
Os05g0227700,Os07g0435400,0.7746
Os05g0227700,Os09g0331600,-0.3041
Os05g0227700,Os09g0424501,0.5378
Os04g0448800,Os10g0320400,0.083
Os02g0767500,Os10g0320400,0.6702
Os07g0621600,Os07g0152900,-0.0802
Os05g0463000,Os01g0195000,0.0334
Os02g0302700,Os05g0270200,-0.3214
Os04g0448550,Os11g0707700,-0.2379
Os03g0831900,Os12g0137100,0.0886
Os03g0831900,Os11g0140600,0.2897
Os04g0436100,Os04g0613600,0.2302
Os12g0540800,Os01g0371500,0.1109
Os12g0540800,Os01g0764000,0.2792
Os02g0117800,Os02g0686400,0.1466
Os06g0246500,Os08g0536000,-0.2886
Os02g0739600,Os09g0509200,0.6438
Os01g0773100,Os05g0477300,0.1695
Os01g0773100,Os01g0823300,0.4241
Os01g0773100,Os03g0807800,0.3857
Os08g0512300,Os01g0254900,0.1695
